row_id,microbusiness_density
1111_2022-12-01,5.20157568023633
1113_2022-11-01,2.472761488875936
1113_2022-12-01,2.513114795352643
1115_2022-11-01,2.932383563775766
1115_2022-12-01,2.978157426368565
1117_2022-11-01,7.356418131643534
1117_2022-12-01,7.384791614508312
1119_2022-11-01,1.0141180618413204
1119_2022-12-01,1.024060455259495
1121_2022-11-01,1.6820636953839965
1121_2022-12-01,1.6805163102780745
1123_2022-11-01,3.8549793924063023
1123_2022-12-01,3.8519197608321862
1125_2022-11-01,3.88240559505716
1125_2022-12-01,3.966288227520305
1127_2022-11-01,1.5778546851092436
1127_2022-12-01,1.635195240605042
1129_2022-11-01,0.9809485329598704
1129_2022-12-01,1.0052695887985408
1131_2022-11-01,1.140264916625797
1131_2022-12-01,1.1525258180480629
1133_2022-11-01,3.589253467972815
1133_2022-12-01,3.637039441626845
2013_2022-11-01,0.888281523238811
2013_2022-12-01,0.888281523238811
2016_2022-11-01,1.2348354256499132
2016_2022-12-01,1.2564990855935876
2020_2022-11-01,6.831692595321859
2020_2022-12-01,6.875025362007032
2050_2022-11-01,0.8357709800710406
2050_2022-12-01,0.9026326832344338
2060_2022-11-01,10.579710017391305
2060_2022-12-01,10.579710017391305
2068_2022-11-01,15.704968138484698
2068_2022-12-01,15.704968138484698
2070_2022-11-01,1.7277330340184687
2070_2022-12-01,1.6979446658325885
2090_2022-11-01,3.981509212043489
2090_2022-12-01,3.9977768124650925
2100_2022-11-01,6.167706345114345
2100_2022-12-01,6.37560618045738
2105_2022-11-01,4.460784218235294
2105_2022-12-01,4.3627450266666665
2110_2022-11-01,3.906495138374647
2110_2022-12-01,3.965327737825541
2122_2022-11-01,5.725014814381711
2122_2022-12-01,5.7206227896765265
2130_2022-11-01,5.7148089132979205
2130_2022-12-01,5.870501019470647
2150_2022-11-01,2.870333184935769
2150_2022-12-01,2.91047767269169
2164_2022-11-01,4.820936707988981
2164_2022-12-01,5.096418873278236
2170_2022-11-01,5.816629005911229
2170_2022-12-01,5.824299440036306
2180_2022-11-01,1.6388467289074358
2180_2022-12-01,1.699544770622155
2185_2022-11-01,1.1427120616302693
2185_2022-12-01,1.1554088778694769
2188_2022-11-01,0.4595404601958042
2188_2022-12-01,0.479520465974026
2195_2022-11-01,3.1080593221539576
2195_2022-12-01,3.216480012179255
2198_2022-11-01,3.7093605947196164
2198_2022-12-01,3.7093605947196164
2220_2022-11-01,6.380130809875075
2220_2022-12-01,6.201665453182629
2230_2022-11-01,6.426056295774647
2230_2022-12-01,6.5140845492957755
2240_2022-11-01,4.045893720974235
2240_2022-12-01,4.086151233252818
2275_2022-11-01,6.586826213173652
2275_2022-12-01,6.8263472485029935
2282_2022-11-01,4.794520512557077
2282_2022-12-01,4.794520512557077
2290_2022-11-01,2.8338014644115397
2290_2022-12-01,2.910390608680112
4001_2022-11-01,5.28072513604203
4001_2022-12-01,5.264242394185638
4003_2022-11-01,3.7223648760901433
4003_2022-12-01,3.7447580211208833
4005_2022-11-01,5.99353509054259
4005_2022-12-01,6.320250457678675
4007_2022-11-01,4.336902202803606
4007_2022-12-01,4.362731234178642
4009_2022-11-01,1.97163981124049
4009_2022-12-01,1.9894988905418436
4011_2022-11-01,1.3275613252525253
4011_2022-12-01,1.370851417027417
4012_2022-11-01,2.9087546421378283
4012_2022-12-01,3.0012091795604863
4013_2022-11-01,15.036246973523562
4013_2022-12-01,15.093150091771802
4015_2022-11-01,4.697079569711936
4015_2022-12-01,4.711336972128913
4017_2022-11-01,3.8798722136996804
4017_2022-12-01,3.9079871110913733
4019_2022-11-01,6.714748463846675
4019_2022-12-01,6.706084229948929
4021_2022-11-01,4.791172909609976
4021_2022-12-01,4.885731294469244
4023_2022-11-01,4.3561206704148
4023_2022-12-01,4.367683104538228
4025_2022-11-01,9.600118153485571
4025_2022-12-01,9.608791008640464
4027_2022-11-01,2.345158154610758
4027_2022-12-01,2.342517322403127
5001_2022-11-01,1.7808633041427708
5001_2022-12-01,1.8110473859040144
5003_2022-11-01,1.11930292230563
5003_2022-12-01,1.172922192386059
5005_2022-11-01,3.30350596125275
5005_2022-12-01,3.338712039474842
5007_2022-11-01,5.817375363092256
5007_2022-12-01,6.1709902064360795
5009_2022-11-01,3.212503478049626
5009_2022-12-01,3.2194343690948157
5011_2022-11-01,1.0397094146561445
5011_2022-12-01,1.0271827989101843
5013_2022-11-01,0.38471403877917415
5013_2022-12-01,0.38471403877917415
5015_2022-11-01,6.241748168386069
5015_2022-12-01,6.269064292884134
5017_2022-11-01,1.2113720245611865
5017_2022-12-01,1.1866502182818295
5019_2022-11-01,2.52539753802445
5019_2022-12-01,2.5368764996843254
5021_2022-11-01,0.7324090774853953
5021_2022-12-01,0.7324090774853953
5023_2022-11-01,2.7549443429432574
5023_2022-12-01,2.7997807667712853
5025_2022-11-01,0.7922099082455851
5025_2022-12-01,0.7592012002475655
5027_2022-11-01,1.4026949083719902
5027_2022-12-01,1.3916501357908106
5029_2022-11-01,2.649877885810938
5029_2022-12-01,2.718787273971058
5031_2022-11-01,3.737249737078283
5031_2022-12-01,3.840589409645849
5033_2022-11-01,2.6446788171312035
5033_2022-12-01,2.666608332141839
5035_2022-11-01,1.587527329608239
5035_2022-12-01,1.5846823848871943
5037_2022-11-01,1.632116278016708
5037_2022-12-01,1.6707920951113862
5039_2022-11-01,0.7099002523561013
5039_2022-12-01,0.7099002523561013
5041_2022-11-01,0.7714786551770895
5041_2022-12-01,0.7714786551770895
5043_2022-11-01,0.9059029611002338
5043_2022-12-01,0.9059029611002338
5045_2022-11-01,4.24257801172333
5045_2022-12-01,4.241521883438421
5047_2022-11-01,1.2456327389867843
5047_2022-12-01,1.2608233808749811
5049_2022-11-01,2.806685598990855
5049_2022-12-01,2.817197515105645
5051_2022-11-01,4.688874953676932
5051_2022-12-01,4.707731160150848
5053_2022-11-01,1.219336194047619
5053_2022-12-01,1.233766336111111
5055_2022-11-01,2.3398264784451475
5055_2022-12-01,2.473364885046593
5057_2022-11-01,1.1536686888786338
5057_2022-12-01,1.1470762347946468
5059_2022-11-01,1.6592707354427938
5059_2022-12-01,1.655411976037044
5061_2022-11-01,1.2650221124604681
5061_2022-12-01,1.2755640013282732
5063_2022-11-01,1.766870338374757
5063_2022-12-01,1.8501805069806998
5065_2022-11-01,1.544124256665769
5065_2022-12-01,1.4902595120926474
5067_2022-11-01,0.6740740701866665
5067_2022-12-01,0.7111111229866666
5069_2022-11-01,1.4245977563712222
5069_2022-12-01,1.4283566084799277
5071_2022-11-01,2.241255498635758
5071_2022-12-01,2.266899118012104
5073_2022-11-01,0.954235660741967
5073_2022-12-01,0.9347614228704967
5075_2022-11-01,1.2344702798923797
5075_2022-12-01,1.1474241875049458
5077_2022-11-01,0.6409363436881705
5077_2022-12-01,0.8220704827211928
5079_2022-11-01,0.4031888621369009
5079_2022-12-01,0.4031888621369009
5081_2022-11-01,1.033784435681552
5081_2022-12-01,1.0124693356069487
5083_2022-11-01,1.1526685935762742
5083_2022-12-01,1.1586719974785376
5085_2022-11-01,3.01125797622691
5085_2022-12-01,3.022188222689183
5087_2022-11-01,1.9267214476942516
5087_2022-12-01,1.9188249381869866
5089_2022-11-01,2.845439323092678
5089_2022-12-01,2.8600686912442397
5091_2022-11-01,1.7326353491597026
5091_2022-12-01,1.741818962316711
5093_2022-11-01,1.5420174916295195
5093_2022-12-01,1.508997887667162
5095_2022-11-01,0.8687615444584105
5095_2022-12-01,0.850277235327172
5097_2022-11-01,2.242345748426046
5097_2022-12-01,2.242345748426046
5099_2022-11-01,0.791433870083799
5099_2022-12-01,0.822470514577902
5101_2022-11-01,2.5571088835663147
5101_2022-12-01,3.562904941902489
5103_2022-11-01,1.4373832313055288
5103_2022-12-01,1.4713373028804255
5105_2022-11-01,4.021205074734937
5105_2022-12-01,4.034134840444789
5107_2022-11-01,1.2134362612504017
5107_2022-12-01,1.2536162031099325
5109_2022-11-01,1.2852508516346395
5109_2022-12-01,1.3601197904916398
5111_2022-11-01,1.0164679160584893
5111_2022-12-01,1.0505394803691084
5113_2022-11-01,2.0831943271149096
5113_2022-12-01,2.103224895386259
5115_2022-11-01,2.6488027451527527
5115_2022-12-01,2.685734322216295
5117_2022-11-01,0.6097561259512195
5117_2022-12-01,0.7012195285853658
5119_2022-11-01,6.146454806220239
5119_2022-12-01,6.159900255488948
5121_2022-11-01,1.43622718113612
5121_2022-12-01,1.414790972090032
5123_2022-11-01,0.7422148209266929
5123_2022-12-01,0.7529715250373796
5125_2022-11-01,3.587319566360076
5125_2022-12-01,3.5745153059955825
5127_2022-11-01,0.5140371607710557
5127_2022-12-01,0.5403980222657176
5129_2022-11-01,2.0521793667992365
5129_2022-12-01,2.0521793667992365
5131_2022-11-01,4.3147313695733684
5131_2022-12-01,4.32812151059679
5133_2022-11-01,0.8470876196105144
5133_2022-12-01,0.8470876196105144
5135_2022-11-01,2.3657335490706046
5135_2022-12-01,2.4024685813312763
5137_2022-11-01,2.314066358124495
5137_2022-12-01,2.324171257073565
5139_2022-11-01,1.8341227197218584
5139_2022-12-01,1.8609963269273404
5141_2022-11-01,1.96170374346229
5141_2022-12-01,1.969519400789371
5143_2022-11-01,5.573850849428735
5143_2022-12-01,5.605965860941131
5145_2022-11-01,3.200664347684644
5145_2022-12-01,3.1227231659228383
5147_2022-11-01,1.3919708727052653
5147_2022-12-01,1.4121444796449467
5149_2022-11-01,1.4035540169971674
5149_2022-12-01,1.4164306458923515
6001_2022-11-01,11.60193939971408
6001_2022-12-01,11.64881593859275
6003_2022-11-01,3.7914692547867297
6003_2022-12-01,3.886255741137441
6005_2022-11-01,13.436921101056473
6005_2022-12-01,13.389835372090285
6007_2022-11-01,6.6484614110702065
6007_2022-12-01,6.664016499507414
6009_2022-11-01,6.139208631009647
6009_2022-12-01,6.22159628418423
6011_2022-11-01,1.975511274551881
6011_2022-12-01,1.9944458729108812
6013_2022-11-01,9.173787559475803
6013_2022-12-01,9.172340835711223
6015_2022-11-01,4.721901728423725
6015_2022-12-01,4.648050007675975
6017_2022-11-01,10.001311689363934
6017_2022-12-01,10.034754209613114
6019_2022-11-01,3.9304502001968364
6019_2022-12-01,3.979833821758163
6021_2022-11-01,2.391657966105424
6021_2022-12-01,2.4155743234095475
6023_2022-11-01,6.843910734527399
6023_2022-12-01,6.911618537102103
6025_2022-11-01,2.1780850387593027
6025_2022-12-01,2.187446443979842
6027_2022-11-01,4.760939990923825
6027_2022-12-01,4.828471263533225
6029_2022-11-01,3.5865221449497087
6029_2022-12-01,3.5798311006261514
6031_2022-11-01,1.7948415732673535
6031_2022-12-01,1.8075068066781859
6033_2022-11-01,14.752159655125798
6033_2022-12-01,14.708974307698085
6035_2022-11-01,2.16830707067519
6035_2022-12-01,2.197363126967639
6037_2022-11-01,14.696647642511506
6037_2022-12-01,14.694877036640225
6039_2022-11-01,3.9534636725414627
6039_2022-12-01,3.9428550472011037
6041_2022-11-01,19.77678661137601
6041_2022-12-01,19.823466760495016
6043_2022-11-01,7.907041837183335
6043_2022-12-01,7.948914681589783
6045_2022-11-01,6.0627963784313454
6045_2022-12-01,5.982181185403143
6047_2022-11-01,1.9906192817166228
6047_2022-12-01,1.9997761218932504
6049_2022-11-01,2.5235243019674938
6049_2022-12-01,2.566295908896493
6051_2022-11-01,10.747838540022547
6051_2022-12-01,10.653889711048478
6053_2022-11-01,5.531668765134041
6053_2022-12-01,5.529195975534977
6055_2022-11-01,11.381362347483037
6055_2022-12-01,11.457455670163327
6057_2022-11-01,12.524701227325973
6057_2022-12-01,12.501035096008897
6059_2022-11-01,17.512097639910408
6059_2022-12-01,17.560219306609287
6061_2022-11-01,11.629417597396458
6061_2022-12-01,11.635529211979387
6063_2022-11-01,4.546576172535472
6063_2022-12-01,4.6699570621591615
6065_2022-11-01,7.188722404501563
6065_2022-12-01,7.287790471705063
6067_2022-11-01,7.5183869140781505
6067_2022-12-01,7.547072287506879
6069_2022-11-01,4.914990237931182
6069_2022-12-01,5.0941827147641705
6071_2022-11-01,6.142808841992766
6071_2022-12-01,6.134230544953343
6073_2022-11-01,14.75833892872701
6073_2022-12-01,14.957991676276944
6075_2022-11-01,18.64594534635347
6075_2022-12-01,18.483722678110944
6077_2022-11-01,3.9808431320718793
6077_2022-12-01,3.999352150537204
6079_2022-11-01,11.751578355733674
6079_2022-12-01,11.809198328798225
6081_2022-11-01,11.696002417044252
6081_2022-12-01,11.702100962391812
6083_2022-11-01,10.230941600804279
6083_2022-12-01,10.266950604033497
6085_2022-11-01,11.800718196548383
6085_2022-12-01,11.81667879814816
6087_2022-11-01,11.683237850640236
6087_2022-12-01,11.717760099585288
6089_2022-11-01,6.816010154494351
6089_2022-12-01,6.813199103179633
6091_2022-11-01,3.5714285230414746
6091_2022-12-01,3.64823344562212
6093_2022-11-01,5.686664991231163
6093_2022-12-01,5.706568206073358
6095_2022-11-01,5.567966994301525
6095_2022-12-01,5.608145068792315
6097_2022-11-01,11.067419540967697
6097_2022-12-01,11.080560690620718
6099_2022-11-01,4.439634683480006
6099_2022-12-01,4.4381362679164456
6101_2022-11-01,3.639786729501644
6101_2022-12-01,3.615230352087966
6103_2022-11-01,3.18308276211547
6103_2022-12-01,3.2113050355823893
6105_2022-11-01,2.823707097168743
6105_2022-12-01,2.8614572253680635
6107_2022-11-01,2.5244559065770256
6107_2022-12-01,2.543787670041609
6109_2022-11-01,6.921818935780176
6109_2022-12-01,7.026496431409878
6111_2022-11-01,16.089753207794416
6111_2022-12-01,16.117974252823217
6113_2022-11-01,5.563081633261706
6113_2022-12-01,5.511111967366602
6115_2022-11-01,2.9342924946098514
6115_2022-12-01,2.944618500098097
8001_2022-11-01,5.444686249137873
8001_2022-12-01,5.257610580537566
8003_2022-11-01,2.977828179317042
8003_2022-12-01,3.050655386955818
8005_2022-11-01,11.182738602217785
8005_2022-12-01,11.374770782960095
8007_2022-11-01,13.056243492981006
8007_2022-12-01,12.872740555096797
8009_2022-11-01,1.600581973954165
8009_2022-12-01,1.600581973954165
8011_2022-11-01,0.848999390402264
8011_2022-12-01,0.848999390402264
8013_2022-11-01,18.57992876695001
8013_2022-12-01,18.37135851455859
8014_2022-11-01,13.845771665213693
8014_2022-12-01,13.858175330958963
8015_2022-11-01,9.763923015066586
8015_2022-12-01,9.654963444273607
8017_2022-11-01,4.805302210439105
8017_2022-12-01,4.722452492460646
8019_2022-11-01,5.5900619397515525
8019_2022-12-01,5.66313461552795
8021_2022-11-01,1.960085539575909
8021_2022-12-01,1.9422665830541699
8023_2022-11-01,3.3726812155480608
8023_2022-12-01,3.7774030938617202
8025_2022-11-01,0.9221110545026487
8025_2022-12-01,0.9221110545026487
8027_2022-11-01,9.72918764774323
8027_2022-12-01,9.704112061785356
8029_2022-11-01,6.366249050818233
8029_2022-12-01,6.414145429552168
8031_2022-11-01,15.117528173062064
8031_2022-12-01,15.127338376253721
8033_2022-11-01,3.8194444626984128
8033_2022-12-01,3.9186506835317467
8035_2022-11-01,14.331941709736858
8035_2022-12-01,14.378007395287659
8037_2022-11-01,14.687535087672797
8037_2022-12-01,14.733234132114704
8039_2022-11-01,6.41183108755466
8039_2022-12-01,6.515010167542868
8041_2022-11-01,9.002469013863058
8041_2022-12-01,9.025224461175716
8043_2022-11-01,3.5376669731946206
8043_2022-12-01,3.4353376855594
8045_2022-11-01,10.337599113158928
8045_2022-12-01,10.315761935493734
8047_2022-11-01,10.646464141616162
8047_2022-12-01,10.343433819595962
8049_2022-11-01,13.019498534374273
8049_2022-12-01,13.097180436261944
8051_2022-11-01,11.954742892051518
8051_2022-12-01,11.883583840389951
8053_2022-11-01,11.023621917322835
8053_2022-12-01,11.023621917322835
8055_2022-11-01,7.485974810974755
8055_2022-12-01,7.678821910273492
8057_2022-11-01,3.483432406287171
8057_2022-12-01,3.738317859813084
8059_2022-11-01,10.674418188363013
8059_2022-12-01,10.692641318933417
8061_2022-11-01,4.347826252850242
8061_2022-12-01,4.637681288985507
8063_2022-11-01,2.8968935477415667
8063_2022-12-01,2.8968935477415667
8065_2022-11-01,4.578754680952381
8065_2022-12-01,4.861804838095239
8067_2022-11-01,10.90303488863155
8067_2022-12-01,10.920681042482796
8069_2022-11-01,9.733571655911081
8069_2022-12-01,9.737071349319493
8071_2022-11-01,3.657200570118817
8071_2022-12-01,3.707761021656695
8073_2022-11-01,2.5601067930988424
8073_2022-12-01,2.582368693588602
8075_2022-11-01,1.92618214671857
8075_2022-12-01,1.9607843865743946
8077_2022-11-01,6.128161395842663
8077_2022-12-01,6.147095776997168
8079_2022-11-01,10.204081857142858
8079_2022-12-01,10.34985450787172
8081_2022-11-01,2.9761298836363634
8081_2022-12-01,2.935500231345861
8083_2022-11-01,5.125425117658074
8083_2022-12-01,5.140210105840027
8085_2022-11-01,5.988832882360711
8085_2022-12-01,6.024855770154899
8087_2022-11-01,2.267722471559762
8087_2022-12-01,2.2911493264067846
8089_2022-11-01,2.1414027665028437
8089_2022-12-01,2.1273607657867024
8091_2022-11-01,13.962539685721236
8091_2022-12-01,14.011189515446363
8093_2022-11-01,7.655665183300442
8093_2022-12-01,7.757740723300443
8095_2022-11-01,3.314746052230483
8095_2022-12-01,3.3767038161710037
8097_2022-11-01,28.867327806220754
8097_2022-12-01,28.874207883567298
8099_2022-11-01,1.741377405235367
8099_2022-12-01,1.7638467163240086
8101_2022-11-01,3.2650858259780215
8101_2022-12-01,3.271255048835165
8103_2022-11-01,3.10965625400982
8103_2022-12-01,3.10965625400982
8105_2022-11-01,93.91011554157305
8105_2022-12-01,89.17977845932585
8107_2022-11-01,16.220165450560156
8107_2022-12-01,15.791524465416463
8109_2022-11-01,6.876959302096395
8109_2022-12-01,6.974921393632446
8111_2022-11-01,19.15966337142857
8111_2022-12-01,18.991596428571427
8113_2022-11-01,22.71983413822348
8113_2022-12-01,22.809105565392056
8115_2022-11-01,1.9849784418991416
8115_2022-12-01,2.0922746354077253
8117_2022-11-01,16.837243990573295
8117_2022-12-01,16.87956876983455
8119_2022-11-01,9.591048808731129
8119_2022-12-01,9.503102122269997
8121_2022-11-01,2.2115640113509194
8121_2022-12-01,2.4247267820143885
8123_2022-11-01,6.6539906084898925
8123_2022-12-01,6.621251848649306
8125_2022-11-01,3.1314951163918527
8125_2022-12-01,3.145351246639878
9001_2022-11-01,16.17870393178588
9001_2022-12-01,16.223746353029867
9003_2022-11-01,8.985481033143598
9003_2022-12-01,8.978851347888666
9005_2022-11-01,7.423880543120537
9005_2022-12-01,7.435098663520701
9007_2022-11-01,6.858279883558111
9007_2022-12-01,6.874493300906478
9009_2022-11-01,6.968528377760368
9009_2022-12-01,7.0011722693269265
9011_2022-11-01,4.684404330713952
9011_2022-12-01,4.680709380801932
9013_2022-11-01,4.531858606625656
9013_2022-12-01,4.57055801560875
9015_2022-11-01,3.578579829414599
9015_2022-12-01,3.581792269401107
10001_2022-11-01,7.009183665212557
10001_2022-12-01,7.06405566405158
10003_2022-11-01,20.59898441928955
10003_2022-12-01,22.155528103865414
10005_2022-11-01,59.97743753592004
10005_2022-12-01,58.1043065999213
11001_2022-11-01,14.431532393458895
11001_2022-12-01,14.51305411552106
12001_2022-11-01,7.6793733218434035
12001_2022-12-01,7.6864532804066465
12003_2022-11-01,1.8498571102889525
12003_2022-12-01,1.8592235145225497
12005_2022-11-01,6.480154670857474
12005_2022-12-01,6.554936607927567
12007_2022-11-01,2.2200426757132665
12007_2022-12-01,2.327032933487874
12009_2022-11-01,9.092724668303026
12009_2022-12-01,9.147132130407911
12011_2022-11-01,19.457342118840856
12011_2022-12-01,19.55757398480964
12013_2022-11-01,1.6590028068704357
12013_2022-12-01,1.6590028068704357
12015_2022-11-01,7.199552261030986
12015_2022-12-01,7.292461447348083
12017_2022-11-01,5.175980183674086
12017_2022-12-01,5.229436882777722
12019_2022-11-01,7.003076745368281
12019_2022-12-01,6.998250697405441
12021_2022-11-01,16.807280027732094
12021_2022-12-01,16.850662526013
12023_2022-11-01,3.9109138697088994
12023_2022-12-01,4.110526000506423
12027_2022-11-01,1.8051720898445445
12027_2022-12-01,1.7979078588188289
12029_2022-11-01,1.5346207355606138
12029_2022-12-01,1.5272780270945003
12031_2022-11-01,9.175602686727485
12031_2022-12-01,9.32868051554881
12033_2022-11-01,6.780173239613833
12033_2022-12-01,6.755520792373696
12035_2022-11-01,9.530048285943707
12035_2022-12-01,9.631476892697151
12037_2022-11-01,3.3323646825728956
12037_2022-12-01,3.351738878891795
12039_2022-11-01,2.535488257191593
12039_2022-12-01,2.515250557576108
12041_2022-11-01,2.5902334549893844
12041_2022-12-01,2.6539278267162065
12043_2022-11-01,0.9017651835849961
12043_2022-12-01,0.892171928702993
12045_2022-11-01,4.7648806672394945
12045_2022-12-01,4.811748220496797
12047_2022-11-01,1.4488889218844445
12047_2022-12-01,1.47555559424
12049_2022-11-01,1.7300671453891328
12049_2022-12-01,1.7089042706735094
12051_2022-11-01,2.5445470736323927
12051_2022-12-01,2.582680450305068
12053_2022-11-01,5.163076535879385
12053_2022-12-01,5.137500655594344
12055_2022-11-01,3.999284038763944
12055_2022-12-01,4.038656667589334
12057_2022-11-01,11.703588109199492
12057_2022-12-01,11.724184395129294
12059_2022-11-01,1.9667748173381707
12059_2022-12-01,1.9476799808541785
12061_2022-11-01,10.841250937015344
12061_2022-12-01,10.9210548036529
12063_2022-11-01,1.9707468058198614
12063_2022-12-01,1.945085998290993
12065_2022-11-01,3.354297704150943
12065_2022-12-01,3.3291403861132074
12067_2022-11-01,0.9931811280818263
12067_2022-12-01,1.2896531184850282
12069_2022-11-01,7.045148280967658
12069_2022-12-01,7.13336923188886
12071_2022-11-01,9.009586771742505
12071_2022-12-01,9.104675668997672
12073_2022-11-01,9.876292314836878
12073_2022-12-01,9.886876131339278
12075_2022-11-01,4.294064171292625
12075_2022-12-01,4.067905974729051
12077_2022-11-01,1.543686384763816
12077_2022-12-01,1.5282494631058972
12079_2022-11-01,1.9146906720973016
12079_2022-12-01,1.9419460913532296
12081_2022-11-01,8.880986889726712
12081_2022-12-01,9.036787953895189
12083_2022-11-01,5.194727462740061
12083_2022-12-01,5.214028933220631
12085_2022-11-01,11.201372944533444
12085_2022-12-01,11.32454706296285
12086_2022-11-01,17.496841895453223
12086_2022-12-01,17.543354435309038
12087_2022-11-01,16.851815602382942
12087_2022-12-01,16.837424329237056
12089_2022-11-01,6.5872657904521335
12089_2022-12-01,6.621133578923007
12091_2022-11-01,8.043243787540579
12091_2022-12-01,8.062956555581977
12093_2022-11-01,2.6833573479377306
12093_2022-12-01,2.6994062670518373
12095_2022-11-01,14.356681167776603
12095_2022-12-01,14.475430051990283
12097_2022-11-01,7.097771984175966
12097_2022-12-01,7.118323966391129
12099_2022-11-01,18.370402032634928
12099_2022-12-01,18.299708483166548
12101_2022-11-01,7.243118086047175
12101_2022-12-01,7.28485140333182
12103_2022-11-01,14.862216246216818
12103_2022-12-01,14.894708766170957
12105_2022-11-01,5.377700497509906
12105_2022-12-01,5.231001278872457
12107_2022-11-01,3.0674525617466517
12107_2022-12-01,3.0535017683733257
12109_2022-11-01,14.701630644356424
12109_2022-12-01,14.855344741210825
12111_2022-11-01,6.565077530961467
12111_2022-12-01,6.5746953581435434
12113_2022-11-01,5.850067368236622
12113_2022-12-01,5.909271352995382
12115_2022-11-01,13.20287960712917
12115_2022-12-01,13.097415262902388
12117_2022-11-01,12.41938106489854
12117_2022-12-01,12.355918175922259
12119_2022-11-01,3.434681938805137
12119_2022-12-01,3.502360370519263
12121_2022-11-01,3.736044809458787
12121_2022-12-01,3.8210215317988694
12123_2022-11-01,2.301804870350697
12123_2022-12-01,2.33607495453507
